Person Number,Location Code,Craft Vs Professionals,Area,Business Function
529240,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Human Resources
530128,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Supply Chain
539996,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",QHSES
543919,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Human Resources
20004418,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Supply Chain
528014,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
528299,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
20003410,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
528746,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
527985,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
529391,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
539163,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Supply Chain
547045,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
529256,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Human Resources
530511,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
545113,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
531027,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
531094,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
20003418,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Human Resources
527773,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
528064,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
530926,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Commercial
528201,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
530847,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Supply Chain
528469,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
529685,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Human Resources
529607,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
531173,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
528608,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
531266,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
547056,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
528820,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Finance
528481,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
534576,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
530192,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
530003,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Human Resources
529949,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
529080,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
528031,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
529766,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
528843,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
531309,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Commercial
530859,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
527834,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Finance
528368,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
529148,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
528272,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
529288,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
530440,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
530028,East Ahmadi KW,PROFESSIONAL,Middle East and North Africa,Engineering
20004844,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Human Resources
529706,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
529606,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
531344,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Supply Chain
530032,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
529313,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
530904,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
527183,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Supply Chain
525863,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Human Resources
531249,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
528208,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Supply Chain
528737,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
529063,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
529972,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
530487,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
528133,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Supply Chain
531042,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
527737,East Ahmadi KW,PROFESSIONAL,Middle East and North Africa,Onshore Construction
20003439,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
528252,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
547089,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
529381,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
529623,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
531202,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Supply Chain
528185,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
546841,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
530056,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Information Technology
529694,Sohar OM Box 1691,PROFESSIONAL,Middle East and North Africa,Engineering
547278,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
528674,Sohar OM Box 1691,PROFESSIONAL,Middle East and North Africa,Engineering
529773,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
20005057,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",QHSES
529479,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
528479,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
530324,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
529490,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
527725,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
531253,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
528951,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Human Resources
546877,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
528898,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
527840,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
528653,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
527833,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
529065,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
531343,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
528765,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
530523,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Finance
530001,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
531323,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
528161,Al Khobar SA Arabia CBI,PROFESSIONAL,Middle East and North Africa,Supply Chain
528260,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Information Technology
545103,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Commercial
530595,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
530758,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
529438,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
529975,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
527875,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
530512,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
531116,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
529656,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
530724,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Finance
531251,Sohar OM Box 1691,PROFESSIONAL,Middle East and North Africa,Engineering
528627,Abu Dhabi AE,PROFESSIONAL,Middle East and North Africa,Engineering
527684,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
529401,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
530423,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
535366,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
528023,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
529244,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
536054,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",QHSES
534679,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Human Resources
546886,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
528508,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Supply Chain
541073,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",QHSES
530760,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
530874,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
531314,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
528116,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Information Technology
530207,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
531269,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
541455,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
534179,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
526516,Sohar OM Box 1691,PROFESSIONAL,Middle East and North Africa,Supply Chain
529489,Sohar OM Box 1691,PROFESSIONAL,Middle East and North Africa,Onshore Construction
530857,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
528144,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
529979,Sohar OM Box 1691,PROFESSIONAL,Middle East and North Africa,Engineering
530696,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
530833,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
530144,Al Jubail SA,PROFESSIONAL,Middle East and North Africa,Engineering
527145,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
535530,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Human Resources
528078,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Information Technology
528652,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
530517,Al Jubail SA,PROFESSIONAL,Middle East and North Africa,Onshore Construction
530780,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Information Technology
529427,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Information Technology
531127,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Information Technology
538162,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Legal
531250,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
547143,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Information Technology
528398,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Information Technology
528734,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Information Technology
531473,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
535587,Milan Saipem IT,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Finance
525661,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
525518,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Legal
525471,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Human Resources
525435,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Legal
528789,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Information Technology
534265,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
528178,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
20002909,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
529130,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
529636,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
535831,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Commercial
528381,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
529519,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
531011,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
546948,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
20004737,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",QHSES
531275,"The Hague, NL",PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
529440,MDR East Ahmadi KW,PROFESSIONAL,Corporate,Human Resources
534215,MDR Dubai AE,PROFESSIONAL,Corporate,Human Resources
525525,MDR Dubai AE,PROFESSIONAL,Corporate,Human Resources
530105,MDR Dubai AE,PROFESSIONAL,Corporate,Human Resources
529106,MDR Dubai AE,PROFESSIONAL,Corporate,Human Resources
20005182,Pancevo RS,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
20004355,Pancevo RS,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
20004311,Pancevo RS,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
20004234,Pancevo RS,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
533710,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533601,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
531186,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533659,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Finance
533363,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
534538,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533676,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",QHSES
533342,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533366,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
528719,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533674,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533502,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",QHSES
545068,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533396,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533716,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533507,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
536101,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
534556,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533731,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533416,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
543472,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",QHSES
533730,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
541979,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533302,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
542055,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533606,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533262,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533369,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533504,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533281,Litvinov CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
542126,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
535472,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533473,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
20004222,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
544857,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533445,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533628,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
546806,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533387,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
530869,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533689,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533397,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533380,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533475,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533690,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",QHSES
533427,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533481,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533444,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
528579,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533671,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533656,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533409,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
536752,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533614,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533603,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
536743,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533376,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533700,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533544,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
546803,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533353,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533280,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533709,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533306,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533417,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533678,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
542227,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533562,Pancevo RS,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
20002858,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533289,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",QHSES
533494,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",QHSES
529578,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",QHSES
543458,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533307,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533282,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
542085,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
542112,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533541,Litvinov CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Supply Chain
543493,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533392,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
540034,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
534557,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533708,Milan IT,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533707,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
545840,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533420,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533563,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
545061,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533643,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533321,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",QHSES
546862,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533542,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533677,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533286,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
541932,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533624,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",QHSES
533543,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",QHSES
533337,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533567,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
543490,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533327,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533316,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
546809,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533559,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533566,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533532,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
20004450,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533332,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533466,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533581,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
20000105,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Commercial
533523,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533631,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Finance
533454,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533408,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Human Resources
533479,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533703,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533611,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Human Resources
533652,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533578,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533317,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
534895,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533442,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Information Technology
533414,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Information Technology
533335,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Information Technology
533443,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Information Technology
533508,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533633,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533681,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Finance
533701,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Finance
533434,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533704,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533384,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
