Person Number,Location Code,Craft Vs Professionals,Area,Business Function
515510,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
505086,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,QHSES
510903,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
504900,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Fabrication
503964,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
500744,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Marine,Marine
510977,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
507827,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
510910,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
520878,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
508754,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
512001,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
514962,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
512150,Dubai AE P42 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Supply Chain
520583,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
544268,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
505822,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
513692,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
515299,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
516166,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
515239,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
513929,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
512868,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
520350,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
507020,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
500145,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,QHSES
506850,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
524061,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
534831,Dubai AE P42 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Commercial
541623,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Supply Chain
505894,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
504703,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
505363,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Supply Chain
506382,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
510712,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
507618,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,QHSES
509889,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
518295,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
547463,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
513623,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
518278,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Supply Chain
518768,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
510726,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
517742,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
501624,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,QHSES
504304,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,QHSES
502765,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
523377,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
512180,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
519491,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
525072,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
521095,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
525056,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Engineering
503046,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
515493,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
547088,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
546332,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
517911,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Communications/Marketing
521150,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
539223,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Fabrication
547249,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Fabrication
543595,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
523316,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
542842,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Engineering
507954,Kuala Lumpur MY Menara Hap Seng,PROFESSIONAL,Middle East and North Africa,QHSES
509987,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Marine,Marine
503634,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Marine
544469,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
544491,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
546640,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
501345,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,QHSES
506981,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
518226,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,QHSES
508183,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
518648,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
518441,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
518958,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
515470,Dubai AE P42 Jebel Ali,PROFESSIONAL,Middle East and North Africa,QHSES
506736,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
510747,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Marine,Marine
511040,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
539907,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Engineering
544884,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
546278,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
513121,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
503653,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
504477,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Fabrication
503404,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
520788,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
525344,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,QHSES
547452,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,QHSES
544973,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
545461,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Fabrication
516251,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
512309,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Engineering
508124,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
527577,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,QHSES
20007271,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,QHSES
20006858,Dubai AE P42 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Finance
547889,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,QHSES
521353,Dubai AE P42 Jebel Ali,PROFESSIONAL,Corporate,Communications/Marketing
505537,Dubai AE P42 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Communications/Marketing
515369,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Fabrication
507453,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Marine
514856,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Fabrication
500629,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
504630,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Fabrication
507755,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Fabrication
512174,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Fabrication
502109,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Engineering
534426,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Engineering
515483,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Fabrication
511294,Dubai AE P42 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Communications/Marketing
500957,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Marine,Marine
511499,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Marine,Marine
513107,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Project Management & Controls
516655,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Supply Chain
507450,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Project Management & Controls
501362,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Finance
524221,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Commercial
521159,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
524849,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Fabrication
507044,Dubai AE P42 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Legal
500809,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Marine
511925,Dubai AE P42 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Legal
521238,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
523339,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
507220,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
518406,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
501715,Dubai AE P42 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Legal
503477,Dubai AE P42 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Finance
500836,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Fabrication
508608,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Fabrication
531175,Dubai AE P42 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Commercial
547615,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Supply Chain
524652,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Fabrication
507574,Dubai AE P42 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Legal
500429,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
534343,Dubai AE P42 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Commercial
524895,Dubai AE P42 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Communications/Marketing
541647,Dubai AE P42 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Communications/Marketing
501324,Dubai AE P42 Jebel Ali,PROFESSIONAL,Corporate,Communications/Marketing
511039,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Engineering
538917,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Supply Chain
531280,Dubai AE P42 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Communications/Marketing
500081,Dubai AE P42 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Supply Chain
546113,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Fabrication
511104,Dubai AE P42 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Legal
546592,Dubai AE P42 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Communications/Marketing
510401,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
523581,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
505233,Dubai AE P42 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Supply Chain
500498,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
504932,Dubai AE P42 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Legal
507432,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Supply Chain
508934,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Supply Chain
507351,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Supply Chain
507533,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Fabrication
537410,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
517652,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
514008,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
537893,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
545125,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
537500,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
516693,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
535551,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
543578,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
516070,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
541365,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Supply Chain
539592,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
517361,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
539283,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
536177,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Supply Chain
20011826,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011829,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011672,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011675,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
546547,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011763,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011764,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011767,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011768,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011717,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011722,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011840,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011841,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011842,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011843,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
518583,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
517853,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
517510,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
517558,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011649,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011830,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011832,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011703,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011662,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011668,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011674,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011769,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011770,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011773,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011727,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011732,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011737,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011748,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
513761,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011655,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011660,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011665,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011845,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011710,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011709,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011716,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011720,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011723,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011642,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011652,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011658,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011663,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011754,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011760,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011671,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011676,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011681,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011644,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011645,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011684,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011847,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011849,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011851,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011669,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011673,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011678,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011682,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011766,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011771,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011777,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
20010581,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011688,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011687,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011690,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011692,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011693,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011853,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011855,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Supply Chain
20011857,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011779,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20010610,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011694,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011699,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011700,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011701,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011705,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
519481,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
519608,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
520399,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
546742,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
513891,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011780,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011782,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011783,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011784,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011786,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20010628,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20010631,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011706,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011708,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011713,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011721,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011726,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011731,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011774,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
513727,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
543897,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011736,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011742,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011749,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011755,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011761,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
519183,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
520087,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
519895,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
519552,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
519515,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011789,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011791,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011793,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011794,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011795,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011765,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011772,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011778,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
519822,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
520161,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
520259,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
519166,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
520240,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011797,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011800,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011801,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011802,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011804,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011781,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011785,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011788,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011792,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011790,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011719,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011724,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011725,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011728,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011775,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011776,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011806,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011807,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011808,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
518835,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
518751,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
519247,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
520116,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011796,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011799,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011844,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011846,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011640,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011729,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011730,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011734,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011733,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011735,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011641,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011650,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011654,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011659,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011811,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
